paradigm,subject,split,calib_size,seed,ea_ref,baseline_auc,adapted_auc,delta_auc,n_calib,n_eval,calib_pos_rate,eval_pos_rate,calib_baseline_frac,eval_baseline_frac,purge_k,n_purged,status,fold,fold_mode,checkpoint,checkpoint_val_auc,montage_source,n_channels,n_epochs_total,channels
p300,1,stratified,96,44,session,0.6750054065743945,0.6002676254325259,-0.07473778114186858,96,1632,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,stratified,96,45,session,0.669939446366782,0.6333044982698961,-0.036634948096885944,96,1632,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,stratified,96,46,session,0.6713532655709342,0.6079044117647059,-0.06344885380622833,96,1632,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,stratified,240,42,session,0.6674037460978147,0.6599310613943808,-0.007472684703433874,240,1488,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,stratified,240,43,session,0.6724830905306971,0.661817117585848,-0.010665972944849056,240,1488,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,stratified,240,44,session,0.6866155046826222,0.6038436524453694,-0.08277185223725281,240,1488,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,stratified,240,45,session,0.665852627471384,0.6395031217481788,-0.026349505723205158,240,1488,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,stratified,240,46,session,0.6825604838709677,0.6323881373569198,-0.050172346514047894,240,1488,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,stratified,480,42,session,0.6915033284023668,0.6844720784023668,-0.007031250000000044,480,1248,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,stratified,480,43,session,0.6855029585798817,0.6473742603550297,-0.0381286982248521,480,1248,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
